image_path,question,answer,prediction,correct,meteor,f1,accuracy,bertscore_precision,bertscore_recall,bertscore_f1,partscore,rouge_1_f1
ba/baf0ce35.jpg,What color are the leaves?,green,oneplus,False,0,0,0,0.8555203676223755,0.9364060163497925,0.8941376805305481,0,0.0
16/16e97fb3.jpg,What color is the lock?,black,items,False,0,0,0,0.9348349571228027,0.9348349571228027,0.9348349571228027,0,0.0
09/09813ae7.jpg,What color is the sheet?,white,amazonbasics,False,0,0,0,0.7710316777229309,0.8760793209075928,0.8202056884765625,0,0.0
7d/7da655a1.jpg,What color is the frame?,black,clock,False,0,0,0,0.9910361170768738,0.9910361170768738,0.9910361170768738,0,0.0
c7/c7753925.jpg,What shape is the object?,rectangular,samsung,False,0,0,0,0.8173976540565491,0.8559208512306213,0.8362157940864563,0,0.0
22/225b2470.jpg,What is the shoe's color?,green,mint,False,0,0,0,0.9600075483322144,0.9600075483322144,0.9600075483322144,0,0.0
28/28598e58.jpg,What color are the towels?,white,capricorn,False,0,0,0,0.6978727579116821,0.8384358286857605,0.7617239952087402,0,0.0
41/416c1529.jpg,What color is the background?,black,flowers,False,0,0,0,0.9993479251861572,0.9993479251861572,0.9993479251861572,0,0.0
77/776fc823.jpg,What is the shoe's material?,canvas,orange,False,0,0,0,0.998437762260437,0.998437762260437,0.998437762260437,0,0.0
7f/7f211ae1.jpg,How many eyelets visible?,five,brogue,False,0,0,0,0.7924840450286865,0.9046652913093567,0.8448671698570251,0,0.0
07/071e916a.jpg,What shape is the cushion?,square,amazonbasics,False,0,0,0,0.7694405317306519,0.8749111890792847,0.8187933564186096,0,0.0
b3/b3816af7.jpg,Is sky visible?,yes,floral,False,0,0,0,0.993475615978241,0.993475615978241,0.993475615978241,0,0.0
39/39aa2ac8.jpg,What color is predominant?,gray,iphone,False,0,0,0,0.7387464046478271,0.8827379941940308,0.8043488264083862,0,0.0
01/018e4821.jpg,Is the phone case glossy?,yes,pomegranate,False,0,0,0,0.6918079853057861,0.8634838461875916,0.768170952796936,0,0.0
07/07b2baa1.jpg,What color is the bag?,black,anthracite,False,0,0,0,0.697539210319519,0.8478166460990906,0.7653711438179016,0,0.0
f2/f21f5a6c.jpg,What is the towel's texture?,terry,amazonbasics,False,0,0,0,0.8148334622383118,0.8196760416030884,0.8172475695610046,0,0.0
e6/e6b5ce66.jpg,What shape is the container?,cylinder,oneplus,False,0,0,0,0.8507598042488098,0.9425081610679626,0.8942869305610657,0,0.0
24/249c8e37.jpg,How many metal rings are visible?,two,storage_hook,False,0,0,0,0.7935059070587158,0.8858004808425903,0.8371168971061707,0,0.0
7b/7b6c396e.jpg,What color is the dog's tongue?,pink,iphone,False,0,0,0,0.7434592843055725,0.8944739699363708,0.8120049834251404,0,0.0
