image_path,question,answer,prediction,correct,meteor,f1,accuracy,bertscore_precision,bertscore_recall,bertscore_f1,partscore,rouge_1_f1
ba/baf0ce35.jpg,What color are the leaves?,green,green,True,0.5,1,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.821831989445342e-231,1.0
16/16e97fb3.jpg,What color is the lock?,black,black,True,0.5,1,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.821831989445342e-231,1.0
09/09813ae7.jpg,What color is the sheet?,white,white,True,0.5,1,1,1.0,1.0,1.0,1.821831989445342e-231,1.0
7d/7da655a1.jpg,What color is the frame?,black,black,True,0.5,1,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.821831989445342e-231,1.0
c7/c7753925.jpg,What shape is the object?,rectangular,rectangle,False,0.0,0,0,0.999624490737915,0.999624490737915,0.999624490737915,0.0,0.0
22/225b2470.jpg,What is the shoe's color?,green,green,True,0.5,1,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.821831989445342e-231,1.0
28/28598e58.jpg,What color are the towels?,white,gray,False,0.0,0,0,0.9942386746406555,0.9942386746406555,0.9942386746406555,0.0,0.0
41/416c1529.jpg,What color is the background?,black,black,True,0.5,1,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.821831989445342e-231,1.0
77/776fc823.jpg,What is the shoe's material?,canvas,leather,False,0.0,0,0,0.9986989498138428,0.9986989498138428,0.9986989498138428,0.0,0.0
7f/7f211ae1.jpg,How many eyelets visible?,five,1,False,0.0,0,0,0.9981809854507446,0.9981809854507446,0.9981809854507446,0.0,0.0
07/071e916a.jpg,What shape is the cushion?,square,round,False,0.0,0,0,0.9990721344947815,0.9990721344947815,0.9990721344947815,0.0,0.0
b3/b3816af7.jpg,Is sky visible?,yes,no,False,0.0,0,0,0.9954854249954224,0.9954854249954224,0.9954854249954224,0.0,0.0
39/39aa2ac8.jpg,What color is predominant?,gray,white,False,0.0,0,0,0.9942386746406555,0.9942386746406555,0.9942386746406555,0.0,0.0
01/018e4821.jpg,Is the phone case glossy?,yes,yes,True,0.5,1,1,1.0,1.0,1.0,1.821831989445342e-231,1.0
07/07b2baa1.jpg,What color is the bag?,black,black,True,0.5,1,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.821831989445342e-231,1.0
f2/f21f5a6c.jpg,What is the towel's texture?,terry,a,False,0.0,0,0,0.9055464863777161,0.8001409769058228,0.8495868444442749,0.0,0.0
e6/e6b5ce66.jpg,What shape is the container?,cylinder,round,False,0.0,0,0,0.9988097548484802,0.9988097548484802,0.9988097548484802,0.0,0.0
24/249c8e37.jpg,How many metal rings are visible?,two,2,False,0.0,0,0,0.9986186027526855,0.9986186027526855,0.9986186027526855,0.0,0.0
7b/7b6c396e.jpg,What color is the dog's tongue?,pink,pink,True,0.5,1,1,1.0,1.0,1.0,1.821831989445342e-231,1.0
dc/dcbb35c0.jpg,How many flowers are visible?,three,10,False,0.0,0,0,0.9996352791786194,0.9996352791786194,0.9996352791786194,0.0,0.0
96/967c74bd.jpg,What shape is the device?,rectangle,round,False,0.0,0,0,0.9989554286003113,0.9989554286003113,0.9989554286003113,0.0,0.0
63/635e3305.jpg,How many tiers are shown?,three,3,False,0.0,0,0,0.9989433884620667,0.9989433884620667,0.9989433884620667,0.0,0.0
bb/bb542685.jpg,What object is depicted?,trees,tree,False,0.0,0,0,0.9998944997787476,0.9998944997787476,0.9998944997787476,0.0,1.0
72/726deb61.jpg,What color is the background?,black,white,False,0.0,0,0,0.9991164803504944,0.9991164803504944,0.9991164803504944,0.0,0.0
da/da9ff1fb.jpg,Are there laces?,yes,yes,True,0.5,1,1,1.0,1.0,1.0,1.821831989445342e-231,1.0
4c/4c27aee6.jpg,How many orange highlighters are shown?,two,1,False,0.0,0,0,0.9986904859542847,0.9986904859542847,0.9986904859542847,0.0,0.0
9a/9a20fc7a.jpg,Is this phone rectangular?,yes,no,False,0.0,0,0,0.9954854249954224,0.9954854249954224,0.9954854249954224,0.0,0.0
79/7901eb49.jpg,What is the knob's color?,golden,gold,False,0.0,0,0,0.9012703895568848,0.9012703895568848,0.9012704491615295,0.0,0.0
a2/a25b2dd9.jpg,What color is the cabinet?,pine,brown,False,0.0,0,0,0.9988710284233093,0.9988710284233093,0.9988710284233093,0.0,0.0
f7/f7388174.jpg,What is the shoe's toe type?,pointed,pointed,True,0.5,1,1,1.0,1.0,1.0,1.821831989445342e-231,1.0
30/30b9863a.jpg,What color is the wagon?,red,red,True,0.5,1,1,1.000000238418579,1.000000238418579,1.000000238418579,1.821831989445342e-231,1.0
47/47e29a39.jpg,What color are the shoes?,black,black,True,0.5,1,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.821831989445342e-231,1.0
b5/b51fc873.jpg,What fills the left basket?,toys,animals,False,0.0,0,0,0.9975687265396118,0.9975687265396118,0.9975687265396118,0.0,0.0
6d/6d7fb2a5.jpg,What color is the phone's bezel?,black,black,True,0.5,1,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.821831989445342e-231,1.0
15/15da03a6.jpg,Is the sole heeled?,yes,no,False,0.0,0,0,0.9954854249954224,0.9954854249954224,0.9954854249954224,0.0,0.0
